Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income
LP001824,Male,Yes,1,Graduate,No,2882.00,1843.00,123.00,480,1,Semiurban,Y,4725.00
LP001825,Male,Yes,0,Graduate,No,1809.00,1868.00,90.00,360,1,Urban,Y,3677.00
LP001835,Male,Yes,0,"Not Graduate",No,1668.00,3890.00,201.00,360,0,Semiurban,N,5558.00
LP001836,Female,No,2,Graduate,No,3427.00,0.00,138.00,360,1,Urban,N,3427.00
LP001841,Male,No,0,"Not Graduate",Yes,2583.00,2167.00,104.00,360,1,Rural,Y,4750.00
LP001843,Male,Yes,1,"Not Graduate",No,2661.00,7101.00,279.00,180,1,Semiurban,Y,9762.00
LP001844,Male,No,0,Graduate,Yes,16250.00,0.00,192.00,360,0,Urban,N,16250.00
LP001846,Female,No,3,Graduate,No,3083.00,0.00,255.00,360,1,Rural,Y,3083.00
LP001849,Male,No,0,"Not Graduate",No,6045.00,0.00,115.00,360,0,Rural,N,6045.00
LP001854,Male,Yes,3,Graduate,No,5250.00,0.00,94.00,360,1,Urban,N,5250.00
LP001859,Male,Yes,0,Graduate,No,14683.00,2100.00,304.00,360,1,Rural,N,16783.00
LP001864,Male,Yes,3,"Not Graduate",No,4931.00,0.00,128.00,360,1,Semiurban,N,4931.00
LP001865,Male,Yes,1,Graduate,No,6083.00,4250.00,330.00,360,1,Urban,Y,10333.00
LP001868,Male,No,0,Graduate,No,2060.00,2209.00,134.00,360,1,Semiurban,Y,4269.00
LP001870,Female,No,1,Graduate,No,3481.00,0.00,155.00,36,1,Semiurban,N,3481.00
LP001871,Female,No,0,Graduate,No,7200.00,0.00,120.00,360,1,Rural,Y,7200.00
LP001872,Male,No,0,Graduate,Yes,5166.00,0.00,128.00,360,1,Semiurban,Y,5166.00
LP001875,Male,No,0,Graduate,No,4095.00,3447.00,151.00,360,1,Rural,Y,7542.00
LP001877,Male,Yes,2,Graduate,No,4708.00,1387.00,150.00,360,1,Semiurban,Y,6095.00
LP001882,Male,Yes,3,Graduate,No,4333.00,1811.00,160.00,360,0,Urban,Y,6144.00
LP001883,Female,No,0,Graduate,No,3418.00,0.00,135.00,360,1,Rural,N,3418.00
LP001884,Female,No,1,Graduate,No,2876.00,1560.00,90.00,360,1,Urban,Y,4436.00
LP001888,Female,No,0,Graduate,No,3237.00,0.00,30.00,360,1,Urban,Y,3237.00
LP001891,Male,Yes,0,Graduate,No,11146.00,0.00,136.00,360,1,Urban,Y,11146.00
LP001892,Male,No,0,Graduate,No,2833.00,1857.00,126.00,360,1,Rural,Y,4690.00
LP001894,Male,Yes,0,Graduate,No,2620.00,2223.00,150.00,360,1,Semiurban,Y,4843.00
LP001896,Male,Yes,2,Graduate,No,3900.00,0.00,90.00,360,1,Semiurban,Y,3900.00
LP001900,Male,Yes,1,Graduate,No,2750.00,1842.00,115.00,360,1,Semiurban,Y,4592.00
LP001903,Male,Yes,0,Graduate,No,3993.00,3274.00,207.00,360,1,Semiurban,Y,7267.00
LP001904,Male,Yes,0,Graduate,No,3103.00,1300.00,80.00,360,1,Urban,Y,4403.00
LP001907,Male,Yes,0,Graduate,No,14583.00,0.00,436.00,360,1,Semiurban,Y,14583.00
LP001908,Female,Yes,0,"Not Graduate",No,4100.00,0.00,124.00,360,1,Rural,Y,4100.00
LP001910,Male,No,1,"Not Graduate",Yes,4053.00,2426.00,158.00,360,0,Urban,N,6479.00
LP001914,Male,Yes,0,Graduate,No,3927.00,800.00,112.00,360,1,Semiurban,Y,4727.00
LP001915,Male,Yes,2,Graduate,No,2301.00,985.00,78.00,180,1,Urban,Y,3286.00
LP001917,Female,No,0,Graduate,No,1811.00,1666.00,54.00,360,1,Urban,Y,3477.00
LP001922,Male,Yes,0,Graduate,No,20667.00,0.00,127.00,360,1,Rural,N,20667.00
LP001924,Male,No,0,Graduate,No,3158.00,3053.00,89.00,360,1,Rural,Y,6211.00
LP001925,Female,No,0,Graduate,Yes,2600.00,1717.00,99.00,300,1,Semiurban,N,4317.00
LP001926,Male,Yes,0,Graduate,No,3704.00,2000.00,120.00,360,1,Rural,Y,5704.00
LP001931,Female,No,0,Graduate,No,4124.00,0.00,115.00,360,1,Semiurban,Y,4124.00
LP001935,Male,No,0,Graduate,No,9508.00,0.00,187.00,360,1,Rural,Y,9508.00
LP001936,Male,Yes,0,Graduate,No,3075.00,2416.00,139.00,360,1,Rural,Y,5491.00
LP001938,Male,Yes,2,Graduate,No,4400.00,0.00,127.00,360,0,Semiurban,N,4400.00
LP001940,Male,Yes,2,Graduate,No,3153.00,1560.00,134.00,360,1,Urban,Y,4713.00
LP001945,Female,No,0,Graduate,No,5417.00,0.00,143.00,480,0,Urban,N,5417.00
LP001947,Male,Yes,0,Graduate,No,2383.00,3334.00,172.00,360,1,Semiurban,Y,5717.00
LP001949,Male,Yes,3,Graduate,No,4416.00,1250.00,110.00,360,1,Urban,Y,5666.00
LP001953,Male,Yes,1,Graduate,No,6875.00,0.00,200.00,360,1,Semiurban,Y,6875.00
LP001954,Female,Yes,1,Graduate,No,4666.00,0.00,135.00,360,1,Urban,Y,4666.00
LP001955,Female,No,0,Graduate,No,5000.00,2541.00,151.00,480,1,Rural,N,7541.00
LP001963,Male,Yes,1,Graduate,No,2014.00,2925.00,113.00,360,1,Urban,N,4939.00
LP001964,Male,Yes,0,"Not Graduate",No,1800.00,2934.00,93.00,360,0,Urban,N,4734.00
LP001972,Male,Yes,0,"Not Graduate",No,2875.00,1750.00,105.00,360,1,Semiurban,Y,4625.00
LP001974,Female,No,0,Graduate,No,5000.00,0.00,132.00,360,1,Rural,Y,5000.00
LP001977,Male,Yes,1,Graduate,No,1625.00,1803.00,96.00,360,1,Urban,Y,3428.00
LP001978,Male,No,0,Graduate,No,4000.00,2500.00,140.00,360,1,Rural,Y,6500.00
LP001990,Male,No,0,"Not Graduate",No,2000.00,0.00,127.00,360,1,Urban,N,2000.00
LP001993,Female,No,0,Graduate,No,3762.00,1666.00,135.00,360,1,Rural,Y,5428.00
LP001994,Female,No,0,Graduate,No,2400.00,1863.00,104.00,360,0,Urban,N,4263.00
LP001996,Male,No,0,Graduate,No,20233.00,0.00,480.00,360,1,Rural,N,20233.00
LP001998,Male,Yes,2,"Not Graduate",No,7667.00,0.00,185.00,360,1,Rural,Y,7667.00
LP002002,Female,No,0,Graduate,No,2917.00,0.00,84.00,360,1,Semiurban,Y,2917.00
LP002004,Male,No,0,"Not Graduate",No,2927.00,2405.00,111.00,360,1,Semiurban,Y,5332.00
LP002006,Female,No,0,Graduate,No,2507.00,0.00,56.00,360,1,Rural,Y,2507.00
LP002008,Male,Yes,2,Graduate,Yes,5746.00,0.00,144.00,84,1,Rural,Y,5746.00
LP002024,other,Yes,0,Graduate,No,2473.00,1843.00,159.00,360,1,Rural,N,4316.00
LP002031,Male,Yes,1,"Not Graduate",No,3399.00,1640.00,111.00,180,1,Urban,Y,5039.00
LP002035,Male,Yes,2,Graduate,No,3717.00,0.00,120.00,360,1,Semiurban,Y,3717.00
LP002036,Male,Yes,0,Graduate,No,2058.00,2134.00,88.00,360,1,Urban,Y,4192.00
LP002043,Female,No,1,Graduate,No,3541.00,0.00,112.00,360,1,Semiurban,Y,3541.00
LP002050,Male,Yes,1,Graduate,Yes,10000.00,0.00,155.00,360,1,Rural,N,10000.00
LP002051,Male,Yes,0,Graduate,No,2400.00,2167.00,115.00,360,1,Semiurban,Y,4567.00
LP002053,Male,Yes,3,Graduate,No,4342.00,189.00,124.00,360,1,Semiurban,Y,4531.00
LP002054,Male,Yes,2,"Not Graduate",No,3601.00,1590.00,127.00,360,1,Rural,Y,5191.00
LP002055,Female,No,0,Graduate,No,3166.00,2985.00,132.00,360,1,Rural,Y,6151.00
LP002065,Male,Yes,3,Graduate,No,15000.00,0.00,300.00,360,1,Rural,Y,15000.00
LP002067,Male,Yes,1,Graduate,Yes,8666.00,4983.00,376.00,360,0,Rural,N,13649.00
LP002068,Male,No,0,Graduate,No,4917.00,0.00,130.00,360,0,Rural,Y,4917.00
LP002082,Male,Yes,0,Graduate,Yes,5818.00,2160.00,184.00,360,1,Semiurban,Y,7978.00
LP002086,Female,Yes,0,Graduate,No,4333.00,2451.00,110.00,360,1,Urban,N,6784.00
LP002087,Female,No,0,Graduate,No,2500.00,0.00,67.00,360,1,Urban,Y,2500.00
LP002097,Male,No,1,Graduate,No,4384.00,1793.00,117.00,360,1,Urban,Y,6177.00
LP002098,Male,No,0,Graduate,No,2935.00,0.00,98.00,360,1,Semiurban,Y,2935.00
LP002100,Male,No,0,Graduate,No,2833.00,0.00,71.00,360,1,Urban,Y,2833.00
LP002101,Male,Yes,0,Graduate,No,63337.00,0.00,490.00,180,1,Urban,Y,63337.00
LP002103,other,Yes,1,Graduate,Yes,9833.00,1833.00,182.00,180,1,Urban,Y,11666.00
LP002106,Male,Yes,0,Graduate,Yes,5503.00,4490.00,70.00,360,1,Semiurban,Y,9993.00
LP002110,Male,Yes,1,Graduate,No,5250.00,688.00,160.00,360,1,Rural,Y,5938.00
LP002112,Male,Yes,2,Graduate,Yes,2500.00,4600.00,176.00,360,1,Rural,Y,7100.00
LP002113,Female,No,3,"Not Graduate",No,1830.00,0.00,127.00,360,0,Urban,N,1830.00
LP002114,Female,No,0,Graduate,No,4160.00,0.00,71.00,360,1,Semiurban,Y,4160.00
LP002115,Male,Yes,3,"Not Graduate",No,2647.00,1587.00,173.00,360,1,Rural,N,4234.00
LP002116,Female,No,0,Graduate,No,2378.00,0.00,46.00,360,1,Rural,N,2378.00
LP002119,Male,Yes,1,"Not Graduate",No,4554.00,1229.00,158.00,360,1,Urban,Y,5783.00
LP002126,Male,Yes,3,"Not Graduate",No,3173.00,0.00,74.00,360,1,Semiurban,Y,3173.00
LP002128,Male,Yes,2,Graduate,No,2583.00,2330.00,125.00,360,1,Rural,Y,4913.00
LP002129,Male,Yes,0,Graduate,No,2499.00,2458.00,160.00,360,1,Semiurban,Y,4957.00
LP002130,Male,Yes,0,"Not Graduate",No,3523.00,3230.00,152.00,360,0,Rural,N,6753.00
LP002131,Male,Yes,2,"Not Graduate",No,3083.00,2168.00,126.00,360,1,Urban,Y,5251.00
LP002137,Male,Yes,0,Graduate,No,6333.00,4583.00,259.00,360,1,Semiurban,Y,10916.00
LP002138,Male,Yes,0,Graduate,No,2625.00,6250.00,187.00,360,1,Rural,Y,8875.00
LP002139,Male,Yes,0,Graduate,No,9083.00,0.00,228.00,360,1,Semiurban,Y,9083.00
LP002140,Male,No,0,Graduate,No,8750.00,4167.00,308.00,360,1,Rural,N,12917.00
LP002141,Male,Yes,3,Graduate,No,2666.00,2083.00,95.00,360,1,Rural,Y,4749.00
LP002142,Female,Yes,0,Graduate,Yes,5500.00,0.00,105.00,360,0,Rural,N,5500.00
LP002143,Female,Yes,0,Graduate,No,2423.00,505.00,130.00,360,1,Semiurban,Y,2928.00
LP002144,Female,No,0,Graduate,No,3813.00,0.00,116.00,180,1,Urban,Y,3813.00
LP002149,Male,Yes,2,Graduate,No,8333.00,3167.00,165.00,360,1,Rural,Y,11500.00
LP002151,Male,Yes,1,Graduate,No,3875.00,0.00,67.00,360,1,Urban,N,3875.00
LP002158,Male,Yes,0,"Not Graduate",No,3000.00,1666.00,100.00,480,0,Urban,N,4666.00
LP002160,Male,Yes,3,Graduate,No,5167.00,3167.00,200.00,360,1,Semiurban,Y,8334.00
LP002161,Female,No,1,Graduate,No,4723.00,0.00,81.00,360,1,Semiurban,N,4723.00
LP002170,Male,Yes,2,Graduate,No,5000.00,3667.00,236.00,360,1,Semiurban,Y,8667.00
LP002175,Male,Yes,0,Graduate,No,4750.00,2333.00,130.00,360,1,Urban,Y,7083.00
LP002178,Male,Yes,0,Graduate,No,3013.00,3033.00,95.00,300,1,Urban,Y,6046.00
LP002180,Male,No,0,Graduate,Yes,6822.00,0.00,141.00,360,1,Rural,Y,6822.00
LP002181,Male,No,0,"Not Graduate",No,6216.00,0.00,133.00,360,1,Rural,N,6216.00
LP002187,Male,No,0,Graduate,No,2500.00,0.00,96.00,480,1,Semiurban,N,2500.00
LP002188,Male,No,0,Graduate,No,5124.00,0.00,124.00,360,0,Rural,N,5124.00
LP002190,Male,Yes,1,Graduate,No,6325.00,0.00,175.00,360,1,Semiurban,Y,6325.00
LP002191,Male,Yes,0,Graduate,No,19730.00,5266.00,570.00,360,1,Rural,N,24996.00
LP002194,Female,No,0,Graduate,Yes,15759.00,0.00,55.00,360,1,Semiurban,Y,15759.00
LP002197,Male,Yes,2,Graduate,No,5185.00,0.00,155.00,360,1,Semiurban,Y,5185.00
LP002201,Male,Yes,2,Graduate,Yes,9323.00,7873.00,380.00,300,1,Rural,Y,17196.00
LP002205,Male,No,1,Graduate,No,3062.00,1987.00,111.00,180,0,Urban,N,5049.00
LP002209,Female,No,0,Graduate,No,2764.00,1459.00,110.00,360,1,Urban,Y,4223.00
LP002211,Male,Yes,0,Graduate,No,4817.00,923.00,120.00,180,1,Urban,Y,5740.00
LP002219,Male,Yes,3,Graduate,No,8750.00,4996.00,130.00,360,1,Rural,Y,13746.00
LP002223,Male,Yes,0,Graduate,No,4310.00,0.00,130.00,360,1,Semiurban,Y,4310.00
LP002224,Male,No,0,Graduate,No,3069.00,0.00,71.00,480,1,Urban,N,3069.00
LP002225,Male,Yes,2,Graduate,No,5391.00,0.00,130.00,360,1,Urban,Y,5391.00
LP002226,Male,Yes,0,Graduate,No,3333.00,2500.00,128.00,360,1,Semiurban,Y,5833.00
LP002229,Male,No,0,Graduate,No,5941.00,4232.00,296.00,360,1,Semiurban,Y,10173.00
LP002231,Female,No,0,Graduate,No,6000.00,0.00,156.00,360,1,Urban,Y,6000.00
LP002234,Male,No,0,Graduate,Yes,7167.00,0.00,128.00,360,1,Urban,Y,7167.00
LP002236,Male,Yes,2,Graduate,No,4566.00,0.00,100.00,360,1,Urban,N,4566.00
LP002237,Male,No,1,Graduate,No,3667.00,0.00,113.00,180,1,Urban,Y,3667.00
LP002239,Male,No,0,"Not Graduate",No,2346.00,1600.00,132.00,360,1,Semiurban,Y,3946.00
LP002243,Male,Yes,0,"Not Graduate",No,3010.00,3136.00,127.00,360,0,Urban,N,6146.00
LP002244,Male,Yes,0,Graduate,No,2333.00,2417.00,136.00,360,1,Urban,Y,4750.00
LP002250,Male,Yes,0,Graduate,No,5488.00,0.00,125.00,360,1,Rural,Y,5488.00
LP002255,Male,No,3,Graduate,No,9167.00,0.00,185.00,360,1,Rural,Y,9167.00
LP002262,Male,Yes,3,Graduate,No,9504.00,0.00,275.00,360,1,Rural,Y,9504.00
LP002263,Male,Yes,0,Graduate,No,2583.00,2115.00,120.00,360,1,Urban,Y,4698.00
LP002265,Male,Yes,2,"Not Graduate",No,1993.00,1625.00,113.00,180,1,Semiurban,Y,3618.00
LP002266,Male,Yes,2,Graduate,No,3100.00,1400.00,113.00,360,1,Urban,Y,4500.00
LP002272,Male,Yes,2,Graduate,No,3276.00,484.00,135.00,360,1,Semiurban,Y,3760.00
LP002277,Female,No,0,Graduate,No,3180.00,0.00,71.00,360,0,Urban,N,3180.00
LP002281,Male,Yes,0,Graduate,No,3033.00,1459.00,95.00,360,1,Urban,Y,4492.00
LP002284,Male,No,0,"Not Graduate",No,3902.00,1666.00,109.00,360,1,Rural,Y,5568.00
LP002287,Female,No,0,Graduate,No,1500.00,1800.00,103.00,360,0,Semiurban,N,3300.00
LP002288,Male,Yes,2,"Not Graduate",No,2889.00,0.00,45.00,180,0,Urban,N,2889.00
LP002296,Male,No,0,"Not Graduate",No,2755.00,0.00,65.00,300,1,Rural,N,2755.00
LP002297,Male,No,0,Graduate,No,2500.00,20000.00,103.00,360,1,Semiurban,Y,22500.00
LP002300,Female,No,0,"Not Graduate",No,1963.00,0.00,53.00,360,1,Semiurban,Y,1963.00
LP002301,Female,No,0,Graduate,Yes,7441.00,0.00,194.00,360,1,Rural,N,7441.00
LP002305,Female,No,0,Graduate,No,4547.00,0.00,115.00,360,1,Semiurban,Y,4547.00
LP002308,Male,Yes,0,"Not Graduate",No,2167.00,2400.00,115.00,360,1,Urban,Y,4567.00
LP002314,Female,No,0,"Not Graduate",No,2213.00,0.00,66.00,360,1,Rural,Y,2213.00
LP002315,Male,Yes,1,Graduate,No,8300.00,0.00,152.00,300,0,Semiurban,N,8300.00
LP002317,Male,Yes,3,Graduate,No,81000.00,0.00,360.00,360,0,Rural,N,81000.00
LP002318,Female,No,1,"Not Graduate",Yes,3867.00,0.00,62.00,360,1,Semiurban,N,3867.00
LP002319,Male,Yes,0,Graduate,No,6256.00,0.00,160.00,360,1,Urban,Y,6256.00
LP002328,Male,Yes,0,"Not Graduate",No,6096.00,0.00,218.00,360,0,Rural,N,6096.00
LP002332,Male,Yes,0,"Not Graduate",No,2253.00,2033.00,110.00,360,1,Rural,Y,4286.00
LP002335,Female,Yes,0,"Not Graduate",No,2149.00,3237.00,178.00,360,0,Semiurban,N,5386.00
LP002337,Female,No,0,Graduate,No,2995.00,0.00,60.00,360,1,Urban,Y,2995.00
LP002341,Female,No,1,Graduate,No,2600.00,0.00,160.00,360,1,Urban,N,2600.00
LP002342,Male,Yes,2,Graduate,Yes,1600.00,20000.00,239.00,360,1,Urban,N,21600.00
LP002345,Male,Yes,0,Graduate,No,1025.00,2773.00,112.00,360,1,Rural,Y,3798.00
LP002347,Male,Yes,0,Graduate,No,3246.00,1417.00,138.00,360,1,Semiurban,Y,4663.00
LP002348,Male,Yes,0,Graduate,No,5829.00,0.00,138.00,360,1,Rural,Y,5829.00
LP002357,Female,No,0,"Not Graduate",No,2720.00,0.00,80.00,360,0,Urban,N,2720.00
LP002361,Male,Yes,0,Graduate,No,1820.00,1719.00,100.00,360,1,Urban,Y,3539.00
LP002362,Male,Yes,1,Graduate,No,7250.00,1667.00,110.00,360,0,Urban,N,8917.00
LP002364,Male,Yes,0,Graduate,No,14880.00,0.00,96.00,360,1,Semiurban,Y,14880.00
LP002366,Male,Yes,0,Graduate,No,2666.00,4300.00,121.00,360,1,Rural,Y,6966.00
LP002367,Female,No,1,"Not Graduate",No,4606.00,0.00,81.00,360,1,Rural,N,4606.00
LP002368,Male,Yes,2,Graduate,No,5935.00,0.00,133.00,360,1,Semiurban,Y,5935.00
LP002369,Male,Yes,0,Graduate,No,2920.00,16.00,87.00,360,1,Rural,Y,2936.00
LP002370,Male,No,0,"Not Graduate",No,2717.00,0.00,60.00,180,1,Urban,Y,2717.00
LP002377,Female,No,1,Graduate,Yes,8624.00,0.00,150.00,360,1,Semiurban,Y,8624.00
LP002379,Male,No,0,Graduate,No,6500.00,0.00,105.00,360,0,Rural,N,6500.00
LP002386,Male,No,0,Graduate,No,12876.00,0.00,405.00,360,1,Semiurban,Y,12876.00
LP002387,Male,Yes,0,Graduate,No,2425.00,2340.00,143.00,360,1,Semiurban,Y,4765.00
LP002390,Male,No,0,Graduate,No,3750.00,0.00,100.00,360,1,Urban,Y,3750.00
LP002393,Female,unknown,0,Graduate,No,10047.00,0.00,127.00,240,1,Semiurban,Y,10047.00
LP002398,Male,No,0,Graduate,No,1926.00,1851.00,50.00,360,1,Semiurban,Y,3777.00
LP002401,Male,Yes,0,Graduate,No,2213.00,1125.00,127.00,360,1,Urban,Y,3338.00
LP002403,Male,No,0,Graduate,Yes,10416.00,0.00,187.00,360,0,Urban,N,10416.00
LP002407,Female,Yes,0,"Not Graduate",Yes,7142.00,0.00,138.00,360,1,Rural,Y,7142.00
LP002408,Male,No,0,Graduate,No,3660.00,5064.00,187.00,360,1,Semiurban,Y,8724.00
LP002409,Male,Yes,0,Graduate,No,7901.00,1833.00,180.00,360,1,Rural,Y,9734.00
LP002418,Male,No,3,"Not Graduate",No,4707.00,1993.00,148.00,360,1,Semiurban,Y,6700.00
LP002422,Male,No,1,Graduate,No,37719.00,0.00,152.00,360,1,Semiurban,Y,37719.00
LP002424,Male,Yes,0,Graduate,No,7333.00,8333.00,175.00,300,1,Rural,Y,15666.00
LP002429,Male,Yes,1,Graduate,Yes,3466.00,1210.00,130.00,360,1,Rural,Y,4676.00
LP002434,Male,Yes,2,"Not Graduate",No,4652.00,0.00,110.00,360,1,Rural,Y,4652.00
LP002435,Male,Yes,0,Graduate,No,3539.00,1376.00,55.00,360,1,Rural,N,4915.00
LP002443,Male,Yes,2,Graduate,No,3340.00,1710.00,150.00,360,0,Rural,N,5050.00
LP002444,Male,No,1,"Not Graduate",Yes,2769.00,1542.00,190.00,360,1,Semiurban,N,4311.00
LP002446,Male,Yes,2,"Not Graduate",No,2309.00,1255.00,125.00,360,0,Rural,N,3564.00
LP002447,Male,Yes,2,"Not Graduate",No,1958.00,1456.00,60.00,300,1,Urban,Y,3414.00
LP002448,Male,Yes,0,Graduate,No,3948.00,1733.00,149.00,360,0,Rural,N,5681.00
LP002449,Male,Yes,0,Graduate,No,2483.00,2466.00,90.00,180,0,Rural,Y,4949.00
LP002453,Male,No,0,Graduate,Yes,7085.00,0.00,84.00,360,1,Semiurban,Y,7085.00
LP002455,Male,Yes,2,Graduate,No,3859.00,0.00,96.00,360,1,Semiurban,Y,3859.00
LP002459,Male,Yes,0,Graduate,No,4301.00,0.00,118.00,360,1,Urban,Y,4301.00
LP002467,Male,Yes,0,Graduate,No,3708.00,2569.00,173.00,360,1,Urban,N,6277.00
LP002472,Male,No,2,Graduate,No,4354.00,0.00,136.00,360,1,Rural,Y,4354.00
LP002473,Male,Yes,0,Graduate,No,8334.00,0.00,160.00,360,1,Semiurban,N,8334.00
LP002478,other,Yes,0,Graduate,Yes,2083.00,4083.00,160.00,360,1,Semiurban,Y,6166.00
LP002484,Male,Yes,3,Graduate,No,7740.00,0.00,128.00,180,1,Urban,Y,7740.00
LP002487,Male,Yes,0,Graduate,No,3015.00,2188.00,153.00,360,1,Rural,Y,5203.00
LP002489,Female,No,1,"Not Graduate",No,5191.00,0.00,132.00,360,1,Semiurban,Y,5191.00
LP002493,Male,No,0,Graduate,No,4166.00,0.00,98.00,360,0,Semiurban,N,4166.00
LP002494,Male,No,0,Graduate,No,6000.00,0.00,140.00,360,1,Rural,Y,6000.00
LP002500,Male,Yes,3,"Not Graduate",No,2947.00,1664.00,70.00,180,0,Urban,N,4611.00
LP002501,other,Yes,0,Graduate,No,16692.00,0.00,110.00,360,1,Semiurban,Y,16692.00
LP002502,Female,Yes,2,"Not Graduate",No,210.00,2917.00,98.00,360,1,Semiurban,Y,3127.00
LP002505,Male,Yes,0,Graduate,No,4333.00,2451.00,110.00,360,1,Urban,N,6784.00
LP002515,Male,Yes,1,Graduate,Yes,3450.00,2079.00,162.00,360,1,Semiurban,Y,5529.00
LP002517,Male,Yes,1,"Not Graduate",No,2653.00,1500.00,113.00,180,0,Rural,N,4153.00
LP002519,Male,Yes,3,Graduate,No,4691.00,0.00,100.00,360,1,Semiurban,Y,4691.00
LP002522,Female,No,0,Graduate,Yes,2500.00,0.00,93.00,360,1,Urban,Y,2500.00
LP002524,Male,No,2,Graduate,No,5532.00,4648.00,162.00,360,1,Rural,Y,10180.00
LP002527,Male,Yes,2,Graduate,Yes,16525.00,1014.00,150.00,360,1,Rural,Y,17539.00
LP002529,Male,Yes,2,Graduate,No,6700.00,1750.00,230.00,300,1,Semiurban,Y,8450.00
LP002530,other,Yes,2,Graduate,No,2873.00,1872.00,132.00,360,0,Semiurban,N,4745.00
LP002531,Male,Yes,1,Graduate,Yes,16667.00,2250.00,86.00,360,1,Semiurban,Y,18917.00
LP002533,Male,Yes,2,Graduate,No,2947.00,1603.00,127.00,360,1,Urban,N,4550.00
LP002534,Female,No,0,"Not Graduate",No,4350.00,0.00,154.00,360,1,Rural,Y,4350.00
LP002536,Male,Yes,3,"Not Graduate",No,3095.00,0.00,113.00,360,1,Rural,Y,3095.00
LP002537,Male,Yes,0,Graduate,No,2083.00,3150.00,128.00,360,1,Semiurban,Y,5233.00
LP002541,Male,Yes,0,Graduate,No,10833.00,0.00,234.00,360,1,Semiurban,Y,10833.00
LP002543,Male,Yes,2,Graduate,No,8333.00,0.00,246.00,360,1,Semiurban,Y,8333.00
LP002544,Male,Yes,1,"Not Graduate",No,1958.00,2436.00,131.00,360,1,Rural,Y,4394.00
LP002545,Male,No,2,Graduate,No,3547.00,0.00,80.00,360,0,Rural,N,3547.00
LP002547,Male,Yes,1,Graduate,No,18333.00,0.00,500.00,360,1,Urban,N,18333.00
LP002555,Male,Yes,2,Graduate,Yes,4583.00,2083.00,160.00,360,1,Semiurban,Y,6666.00
LP002556,Male,No,0,Graduate,No,2435.00,0.00,75.00,360,1,Urban,N,2435.00
LP002560,Male,No,0,"Not Graduate",No,2699.00,2785.00,96.00,360,1,Semiurban,Y,5484.00
LP002562,Male,Yes,1,"Not Graduate",No,5333.00,1131.00,186.00,360,1,Urban,Y,6464.00
LP002571,Male,No,0,"Not Graduate",No,3691.00,0.00,110.00,360,1,Rural,Y,3691.00
LP002582,Female,No,0,"Not Graduate",Yes,17263.00,0.00,225.00,360,1,Semiurban,Y,17263.00
LP002585,Male,Yes,0,Graduate,No,3597.00,2157.00,119.00,360,0,Rural,N,5754.00
LP002586,Female,Yes,1,Graduate,No,3326.00,913.00,105.00,84,1,Semiurban,Y,4239.00
LP002587,Male,Yes,0,"Not Graduate",No,2600.00,1700.00,107.00,360,1,Rural,Y,4300.00
LP002588,Male,Yes,0,Graduate,No,4625.00,2857.00,111.00,12,1,Urban,Y,7482.00
LP002600,Male,Yes,1,Graduate,Yes,2895.00,0.00,95.00,360,1,Semiurban,Y,2895.00
LP002602,Male,No,0,Graduate,No,6283.00,4416.00,209.00,360,0,Rural,N,10699.00
